week_end,pruid,prename,numtotal_atleast1dose,numtotal_partially,numtotal_fully,numtotal_additional
2021-09-11,48,Alberta,2947934,275929,2672005,
2021-09-11,59,British Columbia,3961804,340260,3621544,
2021-09-11,60,Yukon,32517,1637,30880,
2021-09-11,61,Northwest Territories,29665,2053,27612,
2021-09-11,62,Nunavut,23999,2875,21124,
2021-09-18,1,Canada,28566606,2087688,26478918,
2021-09-18,10,Newfoundland and Labrador,423500,41162,382338,
2021-09-18,11,Prince Edward Island,130394,10876,119518,
2021-09-18,12,Nova Scotia,771532,57693,713839,
2021-09-18,13,New Brunswick,596068,55746,540322,
2021-09-18,24,Quebec,6627165,341126,6286039,
2021-09-18,35,Ontario,11088718,787065,10301653,
2021-09-18,46,Manitoba,1013099,63066,950033,
2021-09-18,47,Saskatchewan,790969,79596,711373,
2021-09-18,48,Alberta,3031198,306094,2725104,
2021-09-18,59,British Columbia,4007201,338775,3668426,
2021-09-18,60,Yukon,32606,1562,31044,
2021-09-18,61,Northwest Territories,29884,1953,27931,
2021-09-18,62,Nunavut,24272,2974,21298,
2021-09-25,1,Canada,28838702,2000737,26837965,
2021-09-25,10,Newfoundland and Labrador,426570,39527,387043,
2021-09-25,11,Prince Edward Island,131385,10342,121043,
2021-09-25,12,Nova Scotia,778358,56569,721789,
2021-09-25,13,New Brunswick,607455,57811,549644,
2021-09-25,24,Quebec,6655854,307540,6348314,
2021-09-25,35,Ontario,11191067,726981,10464086,
2021-09-25,46,Manitoba,1018930,59370,959560,
2021-09-25,47,Saskatchewan,805457,82837,722620,
2021-09-25,48,Alberta,3089325,325445,2763880,
2021-09-25,59,British Columbia,4047010,327879,3719131,
2021-09-25,60,Yukon,32615,1509,31106,
2021-09-25,61,Northwest Territories,30082,1907,28175,
2021-09-25,62,Nunavut,24594,3020,21574,
2021-10-02,1,Canada,29059984,1886441,27173543,
2021-10-02,10,Newfoundland and Labrador,430575,37114,393461,
2021-10-02,11,Prince Edward Island,132404,9810,122594,
2021-10-02,12,Nova Scotia,784933,55186,729747,
2021-10-02,13,New Brunswick,617874,58252,559622,
2021-10-02,24,Quebec,6681955,277524,6404431,
2021-10-02,35,Ontario,11272941,669158,10603783,
2021-10-02,46,Manitoba,1024702,54233,970469,
2021-10-02,47,Saskatchewan,819561,84581,734980,
2021-10-02,48,Alberta,3136368,333856,2802512,
2021-10-02,59,British Columbia,4070961,300365,3770596,
2021-10-02,60,Yukon,32551,1456,31095,
2021-10-02,61,Northwest Territories,30295,1910,28385,
2021-10-02,62,Nunavut,24864,2996,21868,
2021-10-09,1,Canada,29268315,1781244,27487071,
2021-10-09,10,Newfoundland and Labrador,435167,35404,399763,
2021-10-09,11,Prince Edward Island,133762,9379,124383,
2021-10-09,12,Nova Scotia,792389,53220,739169,
2021-10-09,13,New Brunswick,625786,59760,566026,
2021-10-09,24,Quebec,6708650,249288,6459362,
2021-10-09,35,Ontario,11346301,617162,10729139,
2021-10-09,46,Manitoba,1031804,50279,981525,
2021-10-09,47,Saskatchewan,834412,85862,748550,
2021-10-09,48,Alberta,3175136,331550,2843586,
2021-10-09,59,British Columbia,4096828,283089,3813739,
2021-10-09,60,Yukon,32456,1426,31030,
2021-10-09,61,Northwest Territories,30513,1831,28682,
2021-10-09,62,Nunavut,25111,2994,22117,
2021-10-16,1,Canada,29429124,1657602,27771522,
2021-10-16,10,Newfoundland and Labrador,440564,35205,405359,
2021-10-16,11,Prince Edward Island,134593,8686,125907,
2021-10-16,12,Nova Scotia,799522,52087,747435,
2021-10-16,13,New Brunswick,631562,58932,572630,
2021-10-16,24,Quebec,6733702,228058,6505644,
2021-10-16,35,Ontario,11401106,568820,10832286,
2021-10-16,46,Manitoba,1038086,47630,990456,
2021-10-16,47,Saskatchewan,842569,83060,759509,
2021-10-16,48,Alberta,3203485,306771,2896714,
2021-10-16,59,British Columbia,4115184,261997,3853187,
2021-10-16,60,Yukon,32484,1407,31077,
2021-10-16,61,Northwest Territories,30717,1792,28925,
2021-10-16,62,Nunavut,25550,3157,22393,
2021-10-23,1,Canada,29582490,1509823,28072667,
2021-10-23,10,Newfoundland and Labrador,447737,33904,413833,
2021-10-23,11,Prince Edward Island,135385,8296,127089,
2021-10-23,12,Nova Scotia,805627,49939,755688,
2021-10-23,13,New Brunswick,636188,53987,582201,
2021-10-23,24,Quebec,6756396,213715,6542681,
2021-10-23,35,Ontario,11454409,521433,10932976,
2021-10-23,46,Manitoba,1042822,44874,997948,
2021-10-23,47,Saskatchewan,850206,76344,773862,
2021-10-23,48,Alberta,3229562,265192,2964370,
2021-10-23,59,British Columbia,4134599,235625,3898974,
2021-10-23,60,Yukon,32627,1436,31191,
2021-10-23,61,Northwest Territories,31034,1836,29198,
2021-10-23,62,Nunavut,25898,3242,22656,
2021-10-30,1,Canada,29693707,1376425,28317282,
2021-10-30,10,Newfoundland and Labrador,451476,32376,419100,
2021-10-30,11,Prince Edward Island,135917,7608,128309,
2021-10-30,12,Nova Scotia,809673,46505,763168,
2021-10-30,13,New Brunswick,639542,48135,591407,
2021-10-30,24,Quebec,6771573,200692,6570881,
2021-10-30,35,Ontario,11497222,477202,11020020,
2021-10-30,46,Manitoba,1046884,42266,1004618,
2021-10-30,47,Saskatchewan,856287,67588,788699,
2021-10-30,48,Alberta,3244251,238555,3005696,
2021-10-30,59,British Columbia,4150753,208984,3941769,
2021-10-30,60,Yukon,32748,1487,31261,
2021-10-30,61,Northwest Territories,31250,1801,29449,
2021-10-30,62,Nunavut,26131,3226,22905,
2021-11-06,1,Canada,29786923,1275539,28511384,
2021-11-06,10,Newfoundland and Labrador,453632,30288,423344,
2021-11-06,11,Prince Edward Island,136235,7088,129147,
2021-11-06,12,Nova Scotia,812111,43673,768438,
2021-11-06,13,New Brunswick,641393,44067,597326,
2021-11-06,24,Quebec,6784972,191388,6593584,
2021-11-06,35,Ontario,11532131,444943,11087188,
2021-11-06,46,Manitoba,1050396,39925,1010471,
2021-11-06,47,Saskatchewan,861466,59935,801531,
2021-11-06,48,Alberta,3258867,216748,3042119,
2021-11-06,59,British Columbia,4164608,191062,3973546,
2021-11-06,60,Yukon,33355,1530,31825,
2021-11-06,61,Northwest Territories,31457,1723,29734,
2021-11-06,62,Nunavut,26300,3169,23131,
2021-11-13,1,Canada,29873618,1187091,28686527,
2021-11-13,10,Newfoundland and Labrador,455271,27361,427910,
2021-11-13,11,Prince Edward Island,136689,6195,130494,
2021-11-13,12,Nova Scotia,814073,40776,773297,
2021-11-13,13,New Brunswick,643061,40677,602384,
2021-11-13,24,Quebec,6800246,182252,6617994,
2021-11-13,35,Ontario,11565749,415749,11150000,
2021-11-13,46,Manitoba,1053146,38203,1014943,
2021-11-13,47,Saskatchewan,865395,54782,810613,
2021-11-13,48,Alberta,3272662,196510,3076152,
2021-11-13,59,British Columbia,4175893,178158,3997735,
2021-11-13,60,Yukon,33443,1549,31894,
2021-11-13,61,Northwest Territories,31457,1723,29734,
2021-11-13,62,Nunavut,26533,3156,23377,
2021-11-20,1,Canada,29967729,1105337,28862392,
2021-11-20,10,Newfoundland and Labrador,457061,23413,433648,
2021-11-20,11,Prince Edward Island,137025,5533,131492,
2021-11-20,12,Nova Scotia,821401,35809,785592,
2021-11-20,13,New Brunswick,644914,36821,608093,
2021-11-20,24,Quebec,6815304,174945,6640359,
2021-11-20,35,Ontario,11598644,391242,11207402,
2021-11-20,46,Manitoba,1056316,36227,1020089,
2021-11-20,47,Saskatchewan,869043,50075,818968,
2021-11-20,48,Alberta,3290358,178640,3111718,
2021-11-20,59,British Columbia,4185544,166440,4019104,
2021-11-20,60,Yukon,33604,1526,32078,
2021-11-20,61,Northwest Territories,31696,1499,30197,
2021-11-20,62,Nunavut,26819,3167,23652,
2021-11-27,1,Canada,30219807,1206441,29013366,
2021-11-27,10,Newfoundland and Labrador,461243,22737,438506,
2021-11-27,11,Prince Edward Island,137925,5662,132263,
2021-11-27,12,Nova Scotia,823590,33542,790048,
2021-11-27,13,New Brunswick,648231,35675,612556,
2021-11-27,24,Quebec,6879321,218085,6661236,
2021-11-27,35,Ontario,11678129,424276,11253853,
2021-11-27,46,Manitoba,1066767,42014,1024753,
2021-11-27,47,Saskatchewan,886045,60314,825731,
2021-11-27,48,Alberta,3351130,201792,3149338,
2021-11-27,59,British Columbia,4194552,156093,4038459,
2021-11-27,60,Yukon,33787,1535,32252,
2021-11-27,61,Northwest Territories,32005,1582,30423,
2021-11-27,62,Nunavut,27082,3134,23948,
2021-12-04,1,Canada,30604426,1526928,29077498,
2021-12-04,10,Newfoundland and Labrador,468499,26627,441872,
2021-12-04,11,Prince Edward Island,139463,6616,132847,
2021-12-04,12,Nova Scotia,833699,39445,794254,
2021-12-04,13,New Brunswick,655872,40604,615268,
2021-12-04,24,Quebec,7008027,327557,6680470,
2021-12-04,35,Ontario,11809917,552716,11257201,
2021-12-04,46,Manitoba,1089070,60231,1028839,
2021-12-04,47,Saskatchewan,907326,76388,830938,
2021-12-04,48,Alberta,3365876,212747,3153129,
2021-12-04,59,British Columbia,4231616,176214,4055402,
2021-12-04,60,Yukon,33945,1472,32473,
2021-12-04,61,Northwest Territories,33175,2519,30656,
2021-12-04,62,Nunavut,27941,3792,24149,
2021-12-11,1,Canada,30990291,1824718,29165573,1905500
2021-12-11,10,Newfoundland and Labrador,476178,31969,444209,
2021-12-11,11,Prince Edward Island,140731,7384,133347,
2021-12-11,12,Nova Scotia,852630,53415,799215,
2021-12-11,13,New Brunswick,663510,46207,617303,
2021-12-11,24,Quebec,7118234,419433,6698801,
2021-12-11,35,Ontario,11944371,655365,11289006,1105619
2021-12-11,46,Manitoba,1102066,73879,1028187,118840
2021-12-11,47,Saskatchewan,915965,80811,835154,162273
2021-12-11,48,Alberta,3398445,230667,3167778,505844
2021-12-11,59,British Columbia,4280705,215740,4064965,
2021-12-11,60,Yukon,34499,2042,32457,
2021-12-11,61,Northwest Territories,33654,2922,30732,12924
2021-12-11,62,Nunavut,29303,4884,24419,
2021-12-18,1,Canada,31280821,2027738,29253083,3021969
2021-12-18,10,Newfoundland and Labrador,483543,37319,446224,
2021-12-18,11,Prince Edward Island,142326,8571,133755,
2021-12-18,12,Nova Scotia,864395,62873,801522,
2021-12-18,13,New Brunswick,672076,56442,615634,102350
2021-12-18,24,Quebec,7201341,485263,6716078,
2021-12-18,35,Ontario,12038634,719357,11319277,1847948
2021-12-18,46,Manitoba,1113721,82750,1030971,186408
2021-12-18,47,Saskatchewan,921321,81783,839538,219157
2021-12-18,48,Alberta,3423483,241363,3182120,636857
2021-12-18,59,British Columbia,4321212,240986,4080226,
2021-12-18,60,Yukon,35246,2729,32517,10172
2021-12-18,61,Northwest Territories,33892,2985,30907,13547
2021-12-18,62,Nunavut,29631,5317,24314,5530
2021-12-25,1,Canada,31469712,2143361,29326351,5161087
2021-12-25,10,Newfoundland and Labrador,485454,38134,447320,
2021-12-25,11,Prince Edward Island,143342,9495,133847,16579
2021-12-25,12,Nova Scotia,868894,65563,803331,
2021-12-25,13,New Brunswick,675662,58206,617456,138892
2021-12-25,24,Quebec,7237198,506477,6730721,
2021-12-25,35,Ontario,12114044,761657,11352387,2893501
2021-12-25,46,Manitoba,1119954,85987,1033967,267469
2021-12-25,47,Saskatchewan,925019,80761,844258,274126
2021-12-25,48,Alberta,3442633,250552,3192081,819331
2021-12-25,59,British Columbia,4358089,274971,4083118,720329
2021-12-25,60,Yukon,35563,2969,32594,10969
2021-12-25,61,Northwest Territories,33892,2985,30907,13547
2021-12-25,62,Nunavut,29968,5604,24364,6344
2022-01-01,1,Canada,31574216,2191307,29382909,6334490
2022-01-01,10,Newfoundland and Labrador,485985,38233,447752,
2022-01-01,11,Prince Edward Island,143567,9582,133985,20365
2022-01-01,12,Nova Scotia,872959,68440,804519,
2022-01-01,13,New Brunswick,677537,59472,618065,154227
2022-01-01,24,Quebec,7251365,512282,6739083,
2022-01-01,35,Ontario,12160616,785012,11375604,3683520
2022-01-01,46,Manitoba,1122812,87130,1035682,322516
2022-01-01,47,Saskatchewan,927823,78816,849007,309791
2022-01-01,48,Alberta,3456323,256700,3199623,971948
2022-01-01,59,British Columbia,4375218,283692,4091526,837573
2022-01-01,60,Yukon,35601,2938,32663,12146
2022-01-01,61,Northwest Territories,34101,3076,31025,14518
2022-01-01,62,Nunavut,30309,5934,24375,7886
2022-01-08,1,Canada,31719560,2235154,29484406,7935159
2022-01-08,10,Newfoundland and Labrador,488197,39502,448695,
2022-01-08,11,Prince Edward Island,144370,10162,134208,25106
2022-01-08,12,Nova Scotia,875792,70937,804855,
2022-01-08,13,New Brunswick,681137,61296,619841,189741
2022-01-08,24,Quebec,7272970,518939,6754031,
2022-01-08,35,Ontario,12221966,797190,11424776,4685193
2022-01-08,46,Manitoba,1128297,88988,1039309,407054
2022-01-08,47,Saskatchewan,932891,74641,858250,360540
2022-01-08,48,Alberta,3473133,262625,3210508,1135364
2022-01-08,59,British Columbia,4400247,298601,4101646,1093632
2022-01-08,60,Yukon,35735,3032,32703,14349
2022-01-08,61,Northwest Territories,34201,3126,31075,15149
2022-01-08,62,Nunavut,30624,6115,24509,9031
2022-01-15,1,Canada,31887372,2263287,29624085,9419805
2022-01-15,10,Newfoundland and Labrador,488197,39502,448695,
2022-01-15,11,Prince Edward Island,146111,11479,134632,38282
2022-01-15,12,Nova Scotia,880861,72792,808069,
2022-01-15,13,New Brunswick,683508,58263,625245,226283
2022-01-15,24,Quebec,7304116,530230,6773886,
2022-01-15,35,Ontario,12295318,800830,11494488,5534649
2022-01-15,46,Manitoba,1133742,90450,1043292,461781
2022-01-15,47,Saskatchewan,938690,70836,867854,402226
2022-01-15,48,Alberta,3491701,266768,3224933,1276502
2022-01-15,59,British Columbia,4424104,309736,4114368,1437886
2022-01-15,60,Yukon,35750,2997,32753,16557
2022-01-15,61,Northwest Territories,34327,3164,31163,15746
2022-01-15,62,Nunavut,30947,6240,24707,9893
2022-01-22,1,Canada,32031023,2224108,29806915,10863502
2022-01-22,10,Newfoundland and Labrador,493587,41105,452482,
2022-01-22,11,Prince Edward Island,147305,11734,135571,48249
2022-01-22,12,Nova Scotia,884139,74247,809892,362158
2022-01-22,13,New Brunswick,688284,59860,628424,292152
2022-01-22,24,Quebec,7330276,503345,6826931,
2022-01-22,35,Ontario,12353617,784611,11569006,6037483
2022-01-22,46,Manitoba,1138415,87621,1050794,505433
2022-01-22,47,Saskatchewan,943345,66610,876735,430150
2022-01-22,48,Alberta,3507630,265675,3241955,1376875
2022-01-22,59,British Columbia,4442841,316930,4125911,1766445
2022-01-22,60,Yukon,35914,2990,32924,17470
2022-01-22,61,Northwest Territories,34442,3003,31439,16163
2022-01-22,62,Nunavut,31228,6377,24851,10924
