pruid,prname,date,numtotal,numdeathstoday
12,Nova Scotia,2021-08-11,5911,0
11,Prince Edward Island,2021-08-11,216,0
60,Yukon,2021-08-11,636,0
61,Northwest Territories,2021-08-11,131,0
62,Nunavut,2021-08-11,657,0
99,Repatriated travellers,2021-08-11,13,0
1,Canada,2021-08-11,1445294,5
59,British Columbia,2021-08-12,154362,1
48,Alberta,2021-08-12,238357,0
47,Saskatchewan,2021-08-12,50909,2
46,Manitoba,2021-08-12,57951,1
35,Ontario,2021-08-12,553962,0
24,Quebec,2021-08-12,380407,0
10,Newfoundland and Labrador,2021-08-12,1443,0
13,New Brunswick,2021-08-12,2471,0
12,Nova Scotia,2021-08-12,5918,0
11,Prince Edward Island,2021-08-12,216,0
60,Yukon,2021-08-12,638,0
61,Northwest Territories,2021-08-12,131,0
62,Nunavut,2021-08-12,657,0
99,Repatriated travellers,2021-08-12,13,0
1,Canada,2021-08-12,1447435,4
59,British Columbia,2021-08-13,155079,0
48,Alberta,2021-08-13,238939,1
47,Saskatchewan,2021-08-13,51034,0
46,Manitoba,2021-08-13,57972,0
35,Ontario,2021-08-13,554472,4
24,Quebec,2021-08-13,380833,0
10,Newfoundland and Labrador,2021-08-13,1447,0
13,New Brunswick,2021-08-13,2490,0
12,Nova Scotia,2021-08-13,5919,0
11,Prince Edward Island,2021-08-13,218,0
60,Yukon,2021-08-13,647,0
61,Northwest Territories,2021-08-13,131,0
62,Nunavut,2021-08-13,657,0
99,Repatriated travellers,2021-08-13,13,0
1,Canada,2021-08-13,1449851,5
59,British Columbia,2021-08-14,155611,0
48,Alberta,2021-08-14,239503,0
47,Saskatchewan,2021-08-14,51162,0
46,Manitoba,2021-08-14,57996,0
35,Ontario,2021-08-14,555050,2
24,Quebec,2021-08-14,381266,1
10,Newfoundland and Labrador,2021-08-14,1447,0
13,New Brunswick,2021-08-14,2490,0
12,Nova Scotia,2021-08-14,5919,0
11,Prince Edward Island,2021-08-14,218,0
60,Yukon,2021-08-14,647,0
61,Northwest Territories,2021-08-14,131,0
62,Nunavut,2021-08-14,657,0
99,Repatriated travellers,2021-08-14,13,0
1,Canada,2021-08-14,1452110,3
59,British Columbia,2021-08-15,156052,0
48,Alberta,2021-08-15,239954,0
47,Saskatchewan,2021-08-15,51305,0
46,Manitoba,2021-08-15,58012,0
35,Ontario,2021-08-15,555561,0
24,Quebec,2021-08-15,381587,0
10,Newfoundland and Labrador,2021-08-15,1447,0
13,New Brunswick,2021-08-15,2490,0
12,Nova Scotia,2021-08-15,5919,0
11,Prince Edward Island,2021-08-15,218,0
60,Yukon,2021-08-15,647,0
61,Northwest Territories,2021-08-15,133,0
62,Nunavut,2021-08-15,657,0
99,Repatriated travellers,2021-08-15,13,0
1,Canada,2021-08-15,1453995,0
59,British Columbia,2021-08-16,156513,1
48,Alberta,2021-08-16,240346,1
47,Saskatchewan,2021-08-16,51392,0
46,Manitoba,2021-08-16,58049,3
35,Ontario,2021-08-16,556087,0
24,Quebec,2021-08-16,381996,0
10,Newfoundland and Labrador,2021-08-16,1450,0
13,New Brunswick,2021-08-16,2530,0
12,Nova Scotia,2021-08-16,5928,0
11,Prince Edward Island,2021-08-16,220,0
60,Yukon,2021-08-16,647,0
61,Northwest Territories,2021-08-16,146,0
62,Nunavut,2021-08-16,657,0
99,Repatriated travellers,2021-08-16,13,0
1,Canada,2021-08-16,1455974,5
59,British Columbia,2021-08-17,157014,1
48,Alberta,2021-08-17,240753,3
47,Saskatchewan,2021-08-17,51500,0
46,Manitoba,2021-08-17,58071,1
35,Ontario,2021-08-17,556435,10
24,Quebec,2021-08-17,382319,0
10,Newfoundland and Labrador,2021-08-17,1450,0
13,New Brunswick,2021-08-17,2543,0
12,Nova Scotia,2021-08-17,5929,0
11,Prince Edward Island,2021-08-17,221,0
60,Yukon,2021-08-17,647,0
61,Northwest Territories,2021-08-17,202,0
62,Nunavut,2021-08-17,657,0
99,Repatriated travellers,2021-08-17,13,0
1,Canada,2021-08-17,1457754,15
59,British Columbia,2021-08-18,157567,1
48,Alberta,2021-08-18,241431,2
47,Saskatchewan,2021-08-18,51631,0
46,Manitoba,2021-08-18,58105,0
35,Ontario,2021-08-18,556920,3
24,Quebec,2021-08-18,382755,35
10,Newfoundland and Labrador,2021-08-18,1456,0
13,New Brunswick,2021-08-18,2559,0
12,Nova Scotia,2021-08-18,5938,0
11,Prince Edward Island,2021-08-18,221,0
60,Yukon,2021-08-18,660,0
61,Northwest Territories,2021-08-18,259,0
62,Nunavut,2021-08-18,657,0
99,Repatriated travellers,2021-08-18,13,0
1,Canada,2021-08-18,1460172,41
59,British Columbia,2021-08-19,158256,2
48,Alberta,2021-08-19,242248,4
47,Saskatchewan,2021-08-19,51821,0
46,Manitoba,2021-08-19,58134,0
35,Ontario,2021-08-19,557451,17
24,Quebec,2021-08-19,383191,0
10,Newfoundland and Labrador,2021-08-19,1456,0
13,New Brunswick,2021-08-19,2580,0
12,Nova Scotia,2021-08-19,5946,0
11,Prince Edward Island,2021-08-19,221,0
60,Yukon,2021-08-19,671,0
61,Northwest Territories,2021-08-19,259,0
62,Nunavut,2021-08-19,657,0
99,Repatriated travellers,2021-08-19,13,0
1,Canada,2021-08-19,1462904,23
59,British Columbia,2021-08-20,158919,1
48,Alberta,2021-08-20,242997,1
47,Saskatchewan,2021-08-20,52065,0
46,Manitoba,2021-08-20,58176,0
35,Ontario,2021-08-20,558101,2
24,Quebec,2021-08-20,383718,2
10,Newfoundland and Labrador,2021-08-20,1458,0
13,New Brunswick,2021-08-20,2614,0
12,Nova Scotia,2021-08-20,5956,0
11,Prince Edward Island,2021-08-20,221,0
60,Yukon,2021-08-20,671,0
61,Northwest Territories,2021-08-20,300,0
62,Nunavut,2021-08-20,657,0
99,Repatriated travellers,2021-08-20,13,0
1,Canada,2021-08-20,1465866,6
59,British Columbia,2021-08-21,159643,0
48,Alberta,2021-08-21,243818,0
47,Saskatchewan,2021-08-21,52252,0
46,Manitoba,2021-08-21,58222,0
35,Ontario,2021-08-21,558790,1
24,Quebec,2021-08-21,384281,0
10,Newfoundland and Labrador,2021-08-21,1458,0
13,New Brunswick,2021-08-21,2614,0
12,Nova Scotia,2021-08-21,5956,0
11,Prince Edward Island,2021-08-21,224,0
60,Yukon,2021-08-21,674,0
61,Northwest Territories,2021-08-21,329,0
62,Nunavut,2021-08-21,657,0
99,Repatriated travellers,2021-08-21,13,0
1,Canada,2021-08-21,1468744,1
59,British Columbia,2021-08-22,160188,0
48,Alberta,2021-08-22,244496,3
47,Saskatchewan,2021-08-22,52472,0
46,Manitoba,2021-08-22,58250,0
35,Ontario,2021-08-22,559512,2
24,Quebec,2021-08-22,384744,1
10,Newfoundland and Labrador,2021-08-22,1458,0
13,New Brunswick,2021-08-22,2614,0
12,Nova Scotia,2021-08-22,5956,0
11,Prince Edward Island,2021-08-22,224,0
60,Yukon,2021-08-22,674,0
61,Northwest Territories,2021-08-22,329,0
62,Nunavut,2021-08-22,657,0
99,Repatriated travellers,2021-08-22,13,0
1,Canada,2021-08-22,1471587,6
59,British Columbia,2021-08-23,160630,16
48,Alberta,2021-08-23,244969,2
47,Saskatchewan,2021-08-23,52490,0
46,Manitoba,2021-08-23,58283,0
35,Ontario,2021-08-23,560151,0
24,Quebec,2021-08-23,385120,0
10,Newfoundland and Labrador,2021-08-23,1460,0
13,New Brunswick,2021-08-23,2672,0
12,Nova Scotia,2021-08-23,5973,0
11,Prince Edward Island,2021-08-23,224,0
60,Yukon,2021-08-23,674,0
61,Northwest Territories,2021-08-23,329,0
62,Nunavut,2021-08-23,657,0
99,Repatriated travellers,2021-08-23,13,0
1,Canada,2021-08-23,1473645,18
59,British Columbia,2021-08-24,161271,0
48,Alberta,2021-08-24,245598,7
47,Saskatchewan,2021-08-24,52629,6
46,Manitoba,2021-08-24,58322,0
35,Ontario,2021-08-24,560637,18
24,Quebec,2021-08-24,385465,3
10,Newfoundland and Labrador,2021-08-24,1460,0
13,New Brunswick,2021-08-24,2687,0
12,Nova Scotia,2021-08-24,5982,0
11,Prince Edward Island,2021-08-24,225,0
60,Yukon,2021-08-24,681,0
61,Northwest Territories,2021-08-24,351,1
62,Nunavut,2021-08-24,657,0
99,Repatriated travellers,2021-08-24,13,0
1,Canada,2021-08-24,1475978,35
59,British Columbia,2021-08-25,161969,1
48,Alberta,2021-08-25,246674,1
47,Saskatchewan,2021-08-25,52845,0
46,Manitoba,2021-08-25,58420,1
35,Ontario,2021-08-25,561297,1
24,Quebec,2021-08-25,386015,1
10,Newfoundland and Labrador,2021-08-25,1462,0
13,New Brunswick,2021-08-25,2697,0
12,Nova Scotia,2021-08-25,5989,1
11,Prince Edward Island,2021-08-25,225,0
60,Yukon,2021-08-25,683,0
61,Northwest Territories,2021-08-25,358,0
62,Nunavut,2021-08-25,657,0
99,Repatriated travellers,2021-08-25,13,0
1,Canada,2021-08-25,1479304,6
59,British Columbia,2021-08-26,162693,2
48,Alberta,2021-08-26,247786,4
47,Saskatchewan,2021-08-26,53004,2
46,Manitoba,2021-08-26,58479,0
35,Ontario,2021-08-26,561975,0
24,Quebec,2021-08-26,386618,1
10,Newfoundland and Labrador,2021-08-26,1462,0
13,New Brunswick,2021-08-26,2705,0
12,Nova Scotia,2021-08-26,5990,0
11,Prince Edward Island,2021-08-26,225,0
60,Yukon,2021-08-26,684,0
61,Northwest Territories,2021-08-26,377,0
62,Nunavut,2021-08-26,657,0
99,Repatriated travellers,2021-08-26,13,0
1,Canada,2021-08-26,1482668,9
59,British Columbia,2021-08-27,163560,3
48,Alberta,2021-08-27,248954,4
47,Saskatchewan,2021-08-27,53262,2
46,Manitoba,2021-08-27,58506,0
35,Ontario,2021-08-27,562756,17
24,Quebec,2021-08-27,387230,0
10,Newfoundland and Labrador,2021-08-27,1469,0
13,New Brunswick,2021-08-27,2721,0
12,Nova Scotia,2021-08-27,5999,0
11,Prince Edward Island,2021-08-27,230,0
60,Yukon,2021-08-27,684,0
61,Northwest Territories,2021-08-27,395,0
62,Nunavut,2021-08-27,657,0
99,Repatriated travellers,2021-08-27,13,0
1,Canada,2021-08-27,1486436,26
59,British Columbia,2021-08-28,164329,0
48,Alberta,2021-08-28,250185,0
47,Saskatchewan,2021-08-28,53617,1
46,Manitoba,2021-08-28,58608,0
35,Ontario,2021-08-28,563591,7
24,Quebec,2021-08-28,387834,0
10,Newfoundland and Labrador,2021-08-28,1469,0
13,New Brunswick,2021-08-28,2738,0
12,Nova Scotia,2021-08-28,5999,0
11,Prince Edward Island,2021-08-28,230,0
60,Yukon,2021-08-28,684,0
61,Northwest Territories,2021-08-28,400,0
62,Nunavut,2021-08-28,657,0
99,Repatriated travellers,2021-08-28,13,0
1,Canada,2021-08-28,1490354,8
59,British Columbia,2021-08-29,164910,0
48,Alberta,2021-08-29,251145,0
47,Saskatchewan,2021-08-29,53875,1
46,Manitoba,2021-08-29,58647,0
35,Ontario,2021-08-29,564331,2
24,Quebec,2021-08-29,388413,0
10,Newfoundland and Labrador,2021-08-29,1469,0
13,New Brunswick,2021-08-29,2748,0
12,Nova Scotia,2021-08-29,5999,0
11,Prince Edward Island,2021-08-29,230,0
60,Yukon,2021-08-29,684,0
61,Northwest Territories,2021-08-29,400,0
62,Nunavut,2021-08-29,657,0
99,Repatriated travellers,2021-08-29,13,0
1,Canada,2021-08-29,1493521,3
59,British Columbia,2021-08-30,165413,7
48,Alberta,2021-08-30,252010,7
47,Saskatchewan,2021-08-30,54076,3
46,Manitoba,2021-08-30,58681,0
35,Ontario,2021-08-30,565025,0
24,Quebec,2021-08-30,388799,0
10,Newfoundland and Labrador,2021-08-30,1478,0
13,New Brunswick,2021-08-30,2760,0
12,Nova Scotia,2021-08-30,6030,0
11,Prince Edward Island,2021-08-30,230,0
60,Yukon,2021-08-30,684,0
61,Northwest Territories,2021-08-30,400,0
62,Nunavut,2021-08-30,657,0
99,Repatriated travellers,2021-08-30,13,0
1,Canada,2021-08-30,1496256,17
59,British Columbia,2021-08-31,166068,2
48,Alberta,2021-08-31,252930,4
47,Saskatchewan,2021-08-31,54367,2
46,Manitoba,2021-08-31,58710,0
35,Ontario,2021-08-31,565550,5
24,Quebec,2021-08-31,389224,1
10,Newfoundland and Labrador,2021-08-31,1478,0
13,New Brunswick,2021-08-31,2763,0
12,Nova Scotia,2021-08-31,6031,0
11,Prince Edward Island,2021-08-31,233,0
60,Yukon,2021-08-31,689,0
61,Northwest Territories,2021-08-31,452,0
62,Nunavut,2021-08-31,657,0
99,Repatriated travellers,2021-08-31,13,0
1,Canada,2021-08-31,1499165,14
59,British Columbia,2021-09-01,166853,2
48,Alberta,2021-09-01,254245,8
47,Saskatchewan,2021-09-01,54688,4
46,Manitoba,2021-09-01,58744,1
35,Ontario,2021-09-01,566206,13
24,Quebec,2021-09-01,389914,2
10,Newfoundland and Labrador,2021-09-01,1486,0
13,New Brunswick,2021-09-01,2774,0
12,Nova Scotia,2021-09-01,6038,0
11,Prince Edward Island,2021-09-01,233,0
60,Yukon,2021-09-01,691,0
61,Northwest Territories,2021-09-01,461,0
62,Nunavut,2021-09-01,657,0
99,Repatriated travellers,2021-09-01,13,0
1,Canada,2021-09-01,1503003,30
59,British Columbia,2021-09-02,167654,6
48,Alberta,2021-09-02,255584,5
47,Saskatchewan,2021-09-02,54953,1
46,Manitoba,2021-09-02,58793,2
35,Ontario,2021-09-02,567071,14
24,Quebec,2021-09-02,390613,1
10,Newfoundland and Labrador,2021-09-02,1486,0
13,New Brunswick,2021-09-02,2784,0
12,Nova Scotia,2021-09-02,6042,0
11,Prince Edward Island,2021-09-02,233,0
60,Yukon,2021-09-02,693,0
61,Northwest Territories,2021-09-02,475,0
62,Nunavut,2021-09-02,657,0
99,Repatriated travellers,2021-09-02,13,0
1,Canada,2021-09-02,1507051,29
59,British Columbia,2021-09-03,168325,3
48,Alberta,2021-09-03,256985,2
47,Saskatchewan,2021-09-03,55396,2
46,Manitoba,2021-09-03,58845,0
35,Ontario,2021-09-03,567878,6
24,Quebec,2021-09-03,391363,2
10,Newfoundland and Labrador,2021-09-03,1491,0
13,New Brunswick,2021-09-03,2798,0
12,Nova Scotia,2021-09-03,6047,0
11,Prince Edward Island,2021-09-03,233,0
60,Yukon,2021-09-03,694,0
61,Northwest Territories,2021-09-03,486,0
62,Nunavut,2021-09-03,658,0
99,Repatriated travellers,2021-09-03,13,0
1,Canada,2021-09-03,1511212,15
59,British Columbia,2021-09-04,168983,0
48,Alberta,2021-09-04,258315,0
47,Saskatchewan,2021-09-04,55750,0
46,Manitoba,2021-09-04,58883,0
35,Ontario,2021-09-04,568822,9
24,Quebec,2021-09-04,392029,2
10,Newfoundland and Labrador,2021-09-04,1491,0
13,New Brunswick,2021-09-04,2811,0
12,Nova Scotia,2021-09-04,6054,0
11,Prince Edward Island,2021-09-04,233,0
60,Yukon,2021-09-04,694,0
61,Northwest Territories,2021-09-04,499,0
62,Nunavut,2021-09-04,658,0
99,Repatriated travellers,2021-09-04,13,0
1,Canada,2021-09-04,1515235,11
59,British Columbia,2021-09-05,169617,0
48,Alberta,2021-09-05,259765,0
47,Saskatchewan,2021-09-05,56139,1
46,Manitoba,2021-09-05,58931,0
35,Ontario,2021-09-05,569633,3
24,Quebec,2021-09-05,392807,0
10,Newfoundland and Labrador,2021-09-05,1491,0
13,New Brunswick,2021-09-05,2824,0
12,Nova Scotia,2021-09-05,6065,0
11,Prince Edward Island,2021-09-05,233,0
60,Yukon,2021-09-05,694,0
61,Northwest Territories,2021-09-05,499,0
62,Nunavut,2021-09-05,658,0
99,Repatriated travellers,2021-09-05,13,0
1,Canada,2021-09-05,1519369,4
59,British Columbia,2021-09-06,170180,0
48,Alberta,2021-09-06,260585,0
47,Saskatchewan,2021-09-06,56533,1
46,Manitoba,2021-09-06,58964,0
35,Ontario,2021-09-06,570214,2
24,Quebec,2021-09-06,393337,0
10,Newfoundland and Labrador,2021-09-06,1506,0
13,New Brunswick,2021-09-06,2839,0
12,Nova Scotia,2021-09-06,6072,0
11,Prince Edward Island,2021-09-06,233,0
60,Yukon,2021-09-06,694,0
61,Northwest Territories,2021-09-06,499,0
62,Nunavut,2021-09-06,658,0
99,Repatriated travellers,2021-09-06,13,0
1,Canada,2021-09-06,1522327,3
59,British Columbia,2021-09-07,170750,15
48,Alberta,2021-09-07,261888,17
47,Saskatchewan,2021-09-07,56838,1
46,Manitoba,2021-09-07,59000,6
35,Ontario,2021-09-07,570778,3
24,Quebec,2021-09-07,393852,0
10,Newfoundland and Labrador,2021-09-07,1511,0
13,New Brunswick,2021-09-07,2852,1
12,Nova Scotia,2021-09-07,6076,0
11,Prince Edward Island,2021-09-07,235,0
60,Yukon,2021-09-07,696,0
61,Northwest Territories,2021-09-07,499,0
62,Nunavut,2021-09-07,658,0
99,Repatriated travellers,2021-09-07,13,0
1,Canada,2021-09-07,1525646,43
59,British Columbia,2021-09-08,171564,0
48,Alberta,2021-09-08,263054,18
47,Saskatchewan,2021-09-08,57235,2
46,Manitoba,2021-09-08,59046,0
35,Ontario,2021-09-08,571332,16
24,Quebec,2021-09-08,394452,3
10,Newfoundland and Labrador,2021-09-08,1520,0
13,New Brunswick,2021-09-08,2868,0
12,Nova Scotia,2021-09-08,6090,0
11,Prince Edward Island,2021-09-08,236,0
60,Yukon,2021-09-08,697,1
61,Northwest Territories,2021-09-08,522,0
62,Nunavut,2021-09-08,658,0
99,Repatriated travellers,2021-09-08,13,0
1,Canada,2021-09-08,1529287,40
59,British Columbia,2021-09-09,172338,5
48,Alberta,2021-09-09,264564,9
47,Saskatchewan,2021-09-09,57520,1
46,Manitoba,2021-09-09,59100,1
35,Ontario,2021-09-09,572130,10
24,Quebec,2021-09-09,395155,1
10,Newfoundland and Labrador,2021-09-09,1520,0
13,New Brunswick,2021-09-09,2885,0
12,Nova Scotia,2021-09-09,6107,0
11,Prince Edward Island,2021-09-09,236,0
60,Yukon,2021-09-09,699,0
61,Northwest Territories,2021-09-09,540,0
62,Nunavut,2021-09-09,658,0
99,Repatriated travellers,2021-09-09,13,0
1,Canada,2021-09-09,1533465,27
59,British Columbia,2021-09-10,173158,9
48,Alberta,2021-09-10,266037,10
47,Saskatchewan,2021-09-10,57952,1
46,Manitoba,2021-09-10,59203,1
35,Ontario,2021-09-10,572978,11
24,Quebec,2021-09-10,396034,4
10,Newfoundland and Labrador,2021-09-10,1532,0
13,New Brunswick,2021-09-10,2909,0
12,Nova Scotia,2021-09-10,6117,0
11,Prince Edward Island,2021-09-10,240,0
60,Yukon,2021-09-10,699,0
61,Northwest Territories,2021-09-10,563,0
62,Nunavut,2021-09-10,658,0
99,Repatriated travellers,2021-09-10,13,0
1,Canada,2021-09-10,1538093,36
59,British Columbia,2021-09-11,173981,0
48,Alberta,2021-09-11,267696,0
47,Saskatchewan,2021-09-11,58293,1
46,Manitoba,2021-09-11,59275,0
35,Ontario,2021-09-11,573835,15
24,Quebec,2021-09-11,397029,3
10,Newfoundland and Labrador,2021-09-11,1532,0
13,New Brunswick,2021-09-11,2960,0
12,Nova Scotia,2021-09-11,6149,0
11,Prince Edward Island,2021-09-11,241,0
60,Yukon,2021-09-11,701,0
61,Northwest Territories,2021-09-11,591,0
62,Nunavut,2021-09-11,658,0
99,Repatriated travellers,2021-09-11,13,0
1,Canada,2021-09-11,1542954,19
59,British Columbia,2021-09-12,174622,0
48,Alberta,2021-09-12,269193,0
47,Saskatchewan,2021-09-12,58715,3
46,Manitoba,2021-09-12,59325,0
35,Ontario,2021-09-12,574619,6
24,Quebec,2021-09-12,397786,0
10,Newfoundland and Labrador,2021-09-12,1532,0
13,New Brunswick,2021-09-12,2999,0
12,Nova Scotia,2021-09-12,6178,0
11,Prince Edward Island,2021-09-12,247,0
60,Yukon,2021-09-12,701,0
61,Northwest Territories,2021-09-12,591,0
62,Nunavut,2021-09-12,658,0
99,Repatriated travellers,2021-09-12,13,0
1,Canada,2021-09-12,1547179,9
59,British Columbia,2021-09-13,175142,9
48,Alberta,2021-09-13,270777,18
47,Saskatchewan,2021-09-13,59164,4
46,Manitoba,2021-09-13,59368,1
35,Ontario,2021-09-13,575219,6
24,Quebec,2021-09-13,398425,1
10,Newfoundland and Labrador,2021-09-13,1541,0
13,New Brunswick,2021-09-13,3031,0
12,Nova Scotia,2021-09-13,6188,0
11,Prince Edward Island,2021-09-13,252,0
60,Yukon,2021-09-13,706,0
61,Northwest Territories,2021-09-13,591,0
62,Nunavut,2021-09-13,659,0
99,Repatriated travellers,2021-09-13,13,0
1,Canada,2021-09-13,1551076,39
59,British Columbia,2021-09-14,175819,1
48,Alberta,2021-09-14,272211,9
47,Saskatchewan,2021-09-14,59672,2
46,Manitoba,2021-09-14,59420,0
35,Ontario,2021-09-14,575796,7
24,Quebec,2021-09-14,399058,7
10,Newfoundland and Labrador,2021-09-14,1541,0
13,New Brunswick,2021-09-14,3066,0
12,Nova Scotia,2021-09-14,6254,0
11,Prince Edward Island,2021-09-14,255,0
60,Yukon,2021-09-14,709,0
61,Northwest Territories,2021-09-14,647,0
62,Nunavut,2021-09-14,659,0
99,Repatriated travellers,2021-09-14,13,0
1,Canada,2021-09-14,1555120,26
59,British Columbia,2021-09-15,176480,7
48,Alberta,2021-09-15,273820,24
47,Saskatchewan,2021-09-15,60149,2
46,Manitoba,2021-09-15,59459,2
35,Ontario,2021-09-15,576389,5
24,Quebec,2021-09-15,399843,1
10,Newfoundland and Labrador,2021-09-15,1551,0
13,New Brunswick,2021-09-15,3129,1
12,Nova Scotia,2021-09-15,6260,0
11,Prince Edward Island,2021-09-15,260,0
60,Yukon,2021-09-15,712,0
61,Northwest Territories,2021-09-15,679,0
62,Nunavut,2021-09-15,659,0
99,Repatriated travellers,2021-09-15,13,0
1,Canada,2021-09-15,1559403,42
59,British Columbia,2021-09-16,177186,4
48,Alberta,2021-09-16,275538,10
47,Saskatchewan,2021-09-16,60589,1
46,Manitoba,2021-09-16,59526,0
35,Ontario,2021-09-16,577253,3
24,Quebec,2021-09-16,400625,2
10,Newfoundland and Labrador,2021-09-16,1551,0
13,New Brunswick,2021-09-16,3180,0
12,Nova Scotia,2021-09-16,6294,0
11,Prince Edward Island,2021-09-16,270,0
60,Yukon,2021-09-16,713,0
61,Northwest Territories,2021-09-16,695,0
62,Nunavut,2021-09-16,659,0
99,Repatriated travellers,2021-09-16,13,0
1,Canada,2021-09-16,1564092,20
59,British Columbia,2021-09-17,177954,11
48,Alberta,2021-09-17,277558,18
47,Saskatchewan,2021-09-17,61065,7
46,Manitoba,2021-09-17,59612,1
35,Ontario,2021-09-17,578048,5
24,Quebec,2021-09-17,401462,3
10,Newfoundland and Labrador,2021-09-17,1555,0
13,New Brunswick,2021-09-17,3237,0
12,Nova Scotia,2021-09-17,6312,0
11,Prince Edward Island,2021-09-17,278,0
60,Yukon,2021-09-17,713,0
61,Northwest Territories,2021-09-17,720,0
62,Nunavut,2021-09-17,659,0
99,Repatriated travellers,2021-09-17,13,0
1,Canada,2021-09-17,1569186,45
59,British Columbia,2021-09-18,178598,0
48,Alberta,2021-09-18,279163,0
47,Saskatchewan,2021-09-18,61558,1
46,Manitoba,2021-09-18,59666,0
35,Ontario,2021-09-18,578869,10
24,Quebec,2021-09-18,402283,3
10,Newfoundland and Labrador,2021-09-18,1555,0
13,New Brunswick,2021-09-18,3300,0
12,Nova Scotia,2021-09-18,6312,0
11,Prince Edward Island,2021-09-18,281,0
60,Yukon,2021-09-18,716,0
61,Northwest Territories,2021-09-18,749,0
62,Nunavut,2021-09-18,659,0
99,Repatriated travellers,2021-09-18,13,0
1,Canada,2021-09-18,1573722,14
59,British Columbia,2021-09-19,179211,0
48,Alberta,2021-09-19,280755,0
47,Saskatchewan,2021-09-19,62101,1
46,Manitoba,2021-09-19,59716,0
35,Ontario,2021-09-19,579584,6
24,Quebec,2021-09-19,403025,4
10,Newfoundland and Labrador,2021-09-19,1555,0
13,New Brunswick,2021-09-19,3375,0
12,Nova Scotia,2021-09-19,6312,0
11,Prince Edward Island,2021-09-19,284,0
60,Yukon,2021-09-19,716,0
61,Northwest Territories,2021-09-19,749,0
62,Nunavut,2021-09-19,661,0
99,Repatriated travellers,2021-09-19,13,0
1,Canada,2021-09-19,1578057,11
59,British Columbia,2021-09-20,179653,11
48,Alberta,2021-09-20,282191,22
47,Saskatchewan,2021-09-20,62617,2
46,Manitoba,2021-09-20,59759,1
35,Ontario,2021-09-20,580194,2
24,Quebec,2021-09-20,403704,1
10,Newfoundland and Labrador,2021-09-20,1570,0
13,New Brunswick,2021-09-20,3436,0
12,Nova Scotia,2021-09-20,6367,0
11,Prince Edward Island,2021-09-20,284,0
60,Yukon,2021-09-20,716,0
61,Northwest Territories,2021-09-20,749,0
62,Nunavut,2021-09-20,661,0
99,Repatriated travellers,2021-09-20,13,0
1,Canada,2021-09-20,1581914,39
59,British Columbia,2021-09-21,180178,1
48,Alberta,2021-09-21,283710,29
47,Saskatchewan,2021-09-21,62989,5
46,Manitoba,2021-09-21,59822,1
35,Ontario,2021-09-21,580768,8
24,Quebec,2021-09-21,404291,9
10,Newfoundland and Labrador,2021-09-21,1586,0
13,New Brunswick,2021-09-21,3501,0
12,Nova Scotia,2021-09-21,6392,0
11,Prince Edward Island,2021-09-21,287,0
60,Yukon,2021-09-21,725,0
61,Northwest Territories,2021-09-21,807,1
62,Nunavut,2021-09-21,663,0
99,Repatriated travellers,2021-09-21,13,0
1,Canada,2021-09-21,1585732,54
59,British Columbia,2021-09-22,180937,10
48,Alberta,2021-09-22,285046,20
47,Saskatchewan,2021-09-22,63415,5
46,Manitoba,2021-09-22,59862,1
35,Ontario,2021-09-22,581231,7
24,Quebec,2021-09-22,404974,5
10,Newfoundland and Labrador,2021-09-22,1609,0
13,New Brunswick,2021-09-22,3577,1
12,Nova Scotia,2021-09-22,6411,0
11,Prince Edward Island,2021-09-22,287,0
60,Yukon,2021-09-22,725,0
61,Northwest Territories,2021-09-22,834,0
62,Nunavut,2021-09-22,663,0
99,Repatriated travellers,2021-09-22,13,0
1,Canada,2021-09-22,1589584,49
59,British Columbia,2021-09-23,181798,5
48,Alberta,2021-09-23,286706,17
47,Saskatchewan,2021-09-23,63875,7
46,Manitoba,2021-09-23,59944,0
35,Ontario,2021-09-23,581908,7
24,Quebec,2021-09-23,405728,7
10,Newfoundland and Labrador,2021-09-23,1609,0
13,New Brunswick,2021-09-23,3629,0
12,Nova Scotia,2021-09-23,6452,1
11,Prince Edward Island,2021-09-23,287,0
60,Yukon,2021-09-23,738,0
61,Northwest Territories,2021-09-23,852,0
62,Nunavut,2021-09-23,663,0
99,Repatriated travellers,2021-09-23,13,0
1,Canada,2021-09-23,1594202,44
59,British Columbia,2021-09-24,182541,7
48,Alberta,2021-09-24,288357,11
47,Saskatchewan,2021-09-24,64402,5
46,Manitoba,2021-09-24,60000,0
35,Ontario,2021-09-24,582635,11
24,Quebec,2021-09-24,406429,2
10,Newfoundland and Labrador,2021-09-24,1654,0
13,New Brunswick,2021-09-24,3707,3
12,Nova Scotia,2021-09-24,6486,0
11,Prince Edward Island,2021-09-24,293,0
60,Yukon,2021-09-24,745,0
61,Northwest Territories,2021-09-24,882,0
62,Nunavut,2021-09-24,663,0
99,Repatriated travellers,2021-09-24,13,0
1,Canada,2021-09-24,1598807,39
59,British Columbia,2021-09-25,183417,0
48,Alberta,2021-09-25,290239,0
47,Saskatchewan,2021-09-25,64949,4
46,Manitoba,2021-09-25,60100,1
35,Ontario,2021-09-25,583275,10
24,Quebec,2021-09-25,407224,5
10,Newfoundland and Labrador,2021-09-25,1668,0
13,New Brunswick,2021-09-25,3768,2
12,Nova Scotia,2021-09-25,6486,0
11,Prince Edward Island,2021-09-25,294,0
60,Yukon,2021-09-25,745,0
